trial,rider,path,path_time,n_orders,delta_mean,delta_min,delta_max
trial 251,rider 1,path 2,20,2,-14.0,-16,-12
trial 251,rider 2,path 1,17,1,-19.0,-19,-19
trial 251,rider 2,path 2,14,2,-17.0,-18,-16
trial 251,rider 2,path 3,29,2,-7.0,-9,-5
trial 251,rider 3,path 1,17,1,-19.0,-19,-19
trial 251,rider 3,path 2,30,2,-14.0,-20,-8
trial 251,rider 3,path 3,27,1,-14.0,-14,-14
trial 252,rider 1,path 1,7,1,-24.0,-24,-24
trial 252,rider 1,path 2,18,2,-16.5,-19,-14
trial 252,rider 1,path 3,43,3,-7.333333333333333,-20,5
trial 252,rider 2,path 1,13,1,-21.0,-21,-21
trial 252,rider 2,path 2,11,1,-22.0,-22,-22
trial 252,rider 2,path 3,21,1,-17.0,-17,-17
trial 252,rider 2,path 4,15,1,-20.0,-20,-20
trial 252,rider 3,path 1,21,1,-17.0,-17,-17
trial 252,rider 3,path 2,23,1,-16.0,-16,-16
trial 252,rider 3,path 3,21,1,-17.0,-17,-17
trial 253,rider 1,path 1,9,1,-23.0,-23,-23
trial 253,rider 1,path 2,40,4,-6.5,-18,4
trial 253,rider 2,path 1,23,1,-16.0,-16,-16
trial 253,rider 2,path 2,42,4,-4.5,-16,8
trial 253,rider 3,path 1,21,1,-17.0,-17,-17
trial 253,rider 3,path 2,19,1,-18.0,-18,-18
trial 253,rider 3,path 3,21,1,-17.0,-17,-17
trial 254,rider 1,path 1,29,3,-14.666666666666666,-23,-8
trial 254,rider 1,path 2,31,1,-12.0,-12,-12
trial 254,rider 2,path 1,21,1,-17.0,-17,-17
trial 254,rider 2,path 2,49,5,1.0,-20,21
trial 254,rider 3,path 1,23,1,-16.0,-16,-16
trial 254,rider 3,path 2,23,1,-16.0,-16,-16
trial 254,rider 3,path 3,23,1,-16.0,-16,-16
trial 255,rider 1,path 1,13,1,-21.0,-21,-21
trial 255,rider 1,path 2,28,2,-11.5,-17,-6
trial 255,rider 2,path 1,15,1,-20.0,-20,-20
trial 255,rider 2,path 2,29,2,-13.5,-21,-6
trial 255,rider 3,path 1,13,1,-21.0,-21,-21
trial 255,rider 3,path 2,25,1,-15.0,-15,-15
trial 255,rider 3,path 3,48,5,-1.0,-21,13
trial 256,rider 1,path 1,7,1,-24.0,-24,-24
trial 256,rider 1,path 2,40,3,-6.666666666666667,-23,9
trial 256,rider 2,path 1,19,1,-18.0,-18,-18
trial 256,rider 2,path 2,44,4,-2.5,-16,10
trial 256,rider 3,path 1,21,1,-17.0,-17,-17
trial 256,rider 3,path 2,17,1,-19.0,-19,-19
trial 256,rider 3,path 3,27,2,-14.5,-22,-7
trial 257,rider 1,path 1,40,4,-5.75,-17,6
trial 257,rider 1,path 2,41,3,5.0,-7,16
trial 257,rider 2,path 1,23,1,-16.0,-16,-16
trial 257,rider 2,path 2,35,3,-7.0,-12,-4
trial 257,rider 3,path 1,27,1,-14.0,-14,-14
trial 257,rider 3,path 2,31,1,-4.0,-4,-4
trial 258,rider 1,path 1,13,1,-21.0,-21,-21
trial 258,rider 1,path 2,28,2,-4.0,-6,-2
trial 258,rider 1,path 3,41,3,0.0,-12,7
trial 258,rider 2,path 1,15,1,-16.0,-16,-16
trial 258,rider 2,path 2,35,3,-10.333333333333334,-23,0
trial 258,rider 3,path 1,25,1,-15.0,-15,-15
trial 258,rider 3,path 2,35,2,-5.0,-13,3
trial 259,rider 1,path 1,15,1,-20.0,-20,-20
trial 259,rider 1,path 2,26,2,-13.0,-17,-9
trial 259,rider 2,path 1,19,1,-18.0,-18,-18
trial 259,rider 2,path 2,9,1,-23.0,-23,-23
trial 259,rider 2,path 3,25,1,-15.0,-15,-15
trial 259,rider 2,path 4,35,2,-0.5,-2,1
trial 259,rider 3,path 1,49,5,-2.8,-19,9
trial 260,rider 1,path 1,57,6,8.333333333333334,-16,30
trial 260,rider 2,path 1,21,1,-17.0,-17,-17
trial 260,rider 2,path 2,17,1,-19.0,-19,-19
trial 260,rider 2,path 3,23,1,-15.0,-15,-15
trial 260,rider 3,path 1,23,1,-16.0,-16,-16
trial 260,rider 3,path 2,19,2,-23.5,-30,-17
trial 260,rider 3,path 3,23,1,-16.0,-16,-16
trial 261,rider 1,path 1,13,1,-21.0,-21,-21
trial 261,rider 1,path 2,32,2,-13.0,-21,-5
trial 261,rider 2,path 1,11,1,-22.0,-22,-22
trial 261,rider 2,path 2,27,1,-14.0,-14,-14
trial 261,rider 2,path 3,31,2,-10.5,-18,-3
trial 261,rider 3,path 1,19,1,-18.0,-18,-18
trial 261,rider 3,path 2,27,1,-14.0,-14,-14
trial 261,rider 3,path 3,40,4,-5.75,-21,6
trial 262,rider 1,path 1,20,2,-13.0,-17,-9
trial 262,rider 1,path 2,46,4,-3.75,-18,11
trial 262,rider 2,path 1,25,1,-15.0,-15,-15
trial 262,rider 2,path 2,15,1,-20.0,-20,-20
trial 262,rider 3,path 1,17,1,-19.0,-19,-19
trial 262,rider 3,path 2,49,4,2.25,-16,20
trial 263,rider 1,path 1,17,1,-19.0,-19,-19
trial 263,rider 1,path 2,23,2,-15.5,-18,-13
trial 263,rider 2,path 1,23,1,-16.0,-16,-16
trial 263,rider 2,path 2,30,3,-9.666666666666666,-17,-5
trial 263,rider 3,path 1,13,1,-21.0,-21,-21
trial 263,rider 3,path 2,34,2,-9.0,-13,-5
trial 263,rider 3,path 3,29,3,-10.333333333333334,-22,2
trial 264,rider 1,path 1,24,2,-14.0,-18,-10
trial 264,rider 1,path 2,36,4,0.5,-5,15
trial 264,rider 2,path 1,23,1,-16.0,-16,-16
trial 264,rider 2,path 2,19,1,-18.0,-18,-18
trial 264,rider 2,path 3,41,3,0.6666666666666666,-19,17
trial 264,rider 3,path 1,23,1,-16.0,-16,-16
trial 264,rider 3,path 2,23,1,-16.0,-16,-16
trial 265,rider 1,path 1,11,1,-22.0,-22,-22
trial 265,rider 1,path 2,28,2,-16.0,-22,-10
trial 265,rider 1,path 3,27,2,-10.0,-10,-10
trial 265,rider 2,path 1,13,1,-21.0,-21,-21
trial 265,rider 2,path 2,23,1,-16.0,-16,-16
trial 265,rider 2,path 3,27,1,-13.0,-13,-13
trial 265,rider 3,path 1,19,1,-18.0,-18,-18
trial 265,rider 3,path 2,29,1,-13.0,-13,-13
trial 265,rider 3,path 3,15,1,-20.0,-20,-20
trial 265,rider 3,path 4,30,2,-5.0,-10,0
trial 266,rider 1,path 1,47,5,-6.2,-19,16
trial 266,rider 2,path 1,19,1,-18.0,-18,-18
trial 266,rider 2,path 2,17,1,-19.0,-19,-19
trial 266,rider 2,path 3,38,3,-4.0,-17,9
trial 266,rider 3,path 1,23,1,-16.0,-16,-16
trial 266,rider 3,path 2,21,2,-22.0,-27,-17
trial 267,rider 1,path 1,19,1,-18.0,-18,-18
trial 267,rider 1,path 2,39,3,-6.666666666666667,-11,-2
trial 267,rider 2,path 1,15,1,-20.0,-20,-20
trial 267,rider 2,path 2,17,1,-19.0,-19,-19
trial 267,rider 2,path 3,30,4,-10.5,-21,3
trial 267,rider 3,path 1,27,1,-14.0,-14,-14
trial 267,rider 3,path 2,34,2,-12.0,-18,-6
trial 268,rider 1,path 1,13,1,-21.0,-21,-21
trial 268,rider 1,path 2,15,1,-18.0,-18,-18
trial 268,rider 1,path 3,31,2,-10.0,-16,-4
trial 268,rider 2,path 1,13,1,-21.0,-21,-21
trial 268,rider 2,path 2,21,2,-16.5,-20,-13
trial 268,rider 2,path 3,23,1,-16.0,-16,-16
trial 268,rider 3,path 1,17,1,-19.0,-19,-19
trial 268,rider 3,path 2,23,1,-16.0,-16,-16
trial 268,rider 3,path 3,9,1,-23.0,-23,-23
trial 268,rider 3,path 4,32,2,-8.5,-12,-5
trial 269,rider 1,path 1,15,1,-20.0,-20,-20
trial 269,rider 1,path 2,21,1,-16.0,-16,-16
trial 269,rider 1,path 3,28,2,-13.5,-16,-11
trial 269,rider 2,path 1,20,2,-19.5,-24,-15
trial 269,rider 2,path 2,37,4,-9.5,-17,3
trial 269,rider 3,path 1,21,1,-17.0,-17,-17
trial 269,rider 3,path 2,35,2,-6.0,-8,-4
trial 270,rider 1,path 1,17,1,-19.0,-19,-19
trial 270,rider 1,path 2,37,3,-6.0,-12,5
trial 270,rider 2,path 1,27,1,-14.0,-14,-14
trial 270,rider 2,path 2,40,3,-6.333333333333333,-17,7
trial 270,rider 3,path 1,23,1,-16.0,-16,-16
trial 270,rider 3,path 2,28,3,-14.333333333333334,-21,-7
trial 270,rider 3,path 3,7,1,-19.0,-19,-19
trial 271,rider 1,path 1,19,1,-18.0,-18,-18
trial 271,rider 1,path 2,13,1,-14.0,-14,-14
trial 271,rider 1,path 3,31,3,-8.666666666666666,-19,5
trial 271,rider 2,path 1,25,1,-15.0,-15,-15
trial 271,rider 2,path 2,24,2,-11.5,-15,-8
trial 271,rider 2,path 3,36,2,-9.0,-16,-2
trial 271,rider 3,path 1,23,1,-16.0,-16,-16
trial 271,rider 3,path 2,30,2,-12.5,-18,-7
trial 272,rider 1,path 1,41,3,-6.0,-14,3
trial 272,rider 1,path 2,21,2,-19.0,-24,-14
trial 272,rider 2,path 1,23,1,-16.0,-16,-16
trial 272,rider 2,path 2,36,4,1.25,-16,13
trial 272,rider 3,path 1,29,2,-14.5,-19,-10
trial 272,rider 3,path 2,19,1,-17.0,-17,-17
trial 273,rider 1,path 1,9,1,-23.0,-23,-23
trial 273,rider 1,path 2,13,1,-21.0,-21,-21
trial 273,rider 1,path 3,51,5,-2.2,-21,15
trial 273,rider 2,path 1,21,1,-17.0,-17,-17
trial 273,rider 2,path 2,25,2,-14.0,-17,-11
trial 273,rider 3,path 1,23,1,-16.0,-16,-16
trial 273,rider 3,path 2,21,1,-17.0,-17,-17
trial 273,rider 3,path 3,7,1,-21.0,-21,-21
trial 274,rider 1,path 1,15,1,-20.0,-20,-20
trial 274,rider 1,path 2,24,2,-17.5,-22,-13
trial 274,rider 1,path 3,47,4,1.5,-10,18
trial 274,rider 2,path 1,39,3,-7.666666666666667,-17,0
trial 274,rider 3,path 1,19,1,-18.0,-18,-18
trial 274,rider 3,path 2,30,2,-15.0,-21,-9
trial 275,rider 1,path 1,7,1,-24.0,-24,-24
trial 275,rider 1,path 2,13,1,-21.0,-21,-21
trial 275,rider 1,path 3,13,1,-21.0,-21,-21
trial 275,rider 1,path 4,47,5,0.0,-20,16
trial 275,rider 2,path 1,19,1,-18.0,-18,-18
trial 275,rider 2,path 2,21,1,-17.0,-17,-17
trial 275,rider 3,path 1,23,1,-16.0,-16,-16
trial 275,rider 3,path 2,28,2,-11.5,-15,-8
trial 276,rider 1,path 1,17,1,-19.0,-19,-19
trial 276,rider 1,path 2,36,3,-7.666666666666667,-14,0
trial 276,rider 2,path 1,24,2,-16.5,-24,-9
trial 276,rider 2,path 2,36,3,-9.333333333333334,-22,2
trial 276,rider 3,path 1,19,1,-18.0,-18,-18
trial 276,rider 3,path 2,33,2,-11.5,-18,-5
trial 276,rider 3,path 3,23,1,-8.0,-8,-8
trial 277,rider 1,path 1,37,2,-8.5,-12,-5
trial 277,rider 2,path 1,33,2,-11.0,-14,-8
trial 277,rider 2,path 2,35,2,-10.5,-15,-6
trial 277,rider 3,path 1,23,1,-16.0,-16,-16
trial 277,rider 3,path 2,57,6,3.6666666666666665,-20,24
trial 278,rider 1,path 1,36,3,-6.333333333333333,-12,2
trial 278,rider 1,path 2,17,1,-19.0,-19,-19
trial 278,rider 2,path 1,21,1,-17.0,-17,-17
trial 278,rider 2,path 2,23,1,-16.0,-16,-16
trial 278,rider 2,path 3,23,1,-16.0,-16,-16
trial 278,rider 3,path 1,19,1,-18.0,-18,-18
trial 278,rider 3,path 2,25,2,-14.5,-18,-11
trial 278,rider 3,path 3,39,3,-3.0,-7,3
trial 279,rider 1,path 1,36,2,-7.0,-16,2
trial 279,rider 1,path 2,51,5,2.0,-13,18
trial 279,rider 2,path 1,45,3,-2.3333333333333335,-19,10
trial 279,rider 3,path 1,27,1,-14.0,-14,-14
trial 279,rider 3,path 2,19,1,-16.0,-16,-16
trial 279,rider 3,path 3,15,1,-20.0,-20,-20
trial 280,rider 1,path 1,21,1,-17.0,-17,-17
trial 280,rider 1,path 2,28,2,-13.5,-16,-11
trial 280,rider 1,path 3,21,1,-14.0,-14,-14
trial 280,rider 2,path 1,23,1,-16.0,-16,-16
trial 280,rider 2,path 2,48,5,-4.8,-23,10
trial 280,rider 3,path 1,23,1,-16.0,-16,-16
trial 280,rider 3,path 2,31,2,-14.0,-20,-8
trial 281,rider 1,path 1,11,1,-22.0,-22,-22
trial 281,rider 1,path 2,19,1,-18.0,-18,-18
trial 281,rider 1,path 3,50,5,1.4,-15,19
trial 281,rider 2,path 1,13,1,-21.0,-21,-21
trial 281,rider 2,path 2,17,1,-19.0,-19,-19
trial 281,rider 2,path 3,17,1,-19.0,-19,-19
trial 281,rider 3,path 1,21,1,-17.0,-17,-17
trial 281,rider 3,path 2,19,1,-18.0,-18,-18
trial 281,rider 3,path 3,29,1,-13.0,-13,-13
trial 282,rider 1,path 1,7,1,-24.0,-24,-24
trial 282,rider 1,path 2,32,2,-4.0,-8,0
trial 282,rider 1,path 3,29,2,-9.5,-10,-9
trial 282,rider 2,path 1,33,2,-10.0,-19,-1
trial 282,rider 2,path 2,31,2,-11.0,-17,-5
trial 282,rider 3,path 1,29,1,-13.0,-13,-13
trial 282,rider 3,path 2,36,3,-9.666666666666666,-22,3
trial 283,rider 1,path 1,46,4,-6.0,-19,8
trial 283,rider 2,path 1,25,1,-15.0,-15,-15
trial 283,rider 2,path 2,55,5,-0.8,-18,19
trial 283,rider 3,path 1,27,1,-14.0,-14,-14
trial 283,rider 3,path 2,23,1,-16.0,-16,-16
trial 283,rider 3,path 3,19,1,-18.0,-18,-18
trial 284,rider 1,path 1,25,2,-8.5,-18,1
trial 284,rider 1,path 2,60,6,9.5,-11,31
trial 284,rider 3,path 1,19,1,-18.0,-18,-18
trial 284,rider 3,path 2,36,3,-8.0,-23,0
trial 285,rider 1,path 1,21,1,-17.0,-17,-17
trial 285,rider 1,path 2,31,2,-6.0,-11,-1
trial 285,rider 2,path 1,48,4,-2.0,-13,14
trial 285,rider 3,path 1,25,1,-15.0,-15,-15
trial 285,rider 3,path 2,27,1,-7.0,-7,-7
trial 285,rider 3,path 3,46,4,8.0,-2,19
trial 286,rider 1,path 1,9,1,-23.0,-23,-23
trial 286,rider 1,path 2,32,3,-9.666666666666666,-23,6
trial 286,rider 2,path 1,45,5,-10.2,-28,6
trial 286,rider 3,path 1,21,1,-17.0,-17,-17
trial 286,rider 3,path 2,19,1,-18.0,-18,-18
trial 286,rider 3,path 3,21,2,-17.5,-22,-13
trial 287,rider 1,path 1,19,1,-18.0,-18,-18
trial 287,rider 1,path 2,29,2,-12.5,-18,-7
trial 287,rider 2,path 1,13,1,-21.0,-21,-21
trial 287,rider 2,path 2,42,4,-6.75,-23,9
trial 287,rider 3,path 1,25,1,-15.0,-15,-15
trial 287,rider 3,path 2,23,2,-21.5,-27,-16
trial 287,rider 3,path 3,24,2,-12.0,-12,-12
trial 288,rider 1,path 1,7,1,-24.0,-24,-24
trial 288,rider 1,path 2,25,2,-14.0,-16,-12
trial 288,rider 2,path 1,15,1,-20.0,-20,-20
trial 288,rider 2,path 2,13,1,-21.0,-21,-21
trial 288,rider 2,path 3,7,1,-24.0,-24,-24
trial 288,rider 2,path 4,32,2,-13.5,-18,-9
trial 288,rider 3,path 1,9,2,-26.0,-29,-23
trial 288,rider 3,path 2,15,1,-20.0,-20,-20
trial 288,rider 3,path 3,19,2,-17.0,-19,-15
trial 289,rider 1,path 1,15,1,-20.0,-20,-20
trial 289,rider 1,path 2,50,5,-0.2,-21,22
trial 289,rider 2,path 1,26,2,-12.5,-16,-9
trial 289,rider 2,path 2,19,1,-18.0,-18,-18
trial 289,rider 2,path 3,19,1,-18.0,-18,-18
trial 289,rider 3,path 1,29,1,-13.0,-13,-13
trial 289,rider 3,path 2,32,2,-11.5,-17,-6
trial 290,rider 1,path 1,39,4,-8.75,-20,5
trial 290,rider 1,path 2,35,2,-6.0,-18,6
trial 290,rider 2,path 1,13,1,-21.0,-21,-21
trial 290,rider 2,path 2,47,4,-4.0,-20,6
trial 290,rider 3,path 1,31,1,-12.0,-12,-12
trial 290,rider 3,path 2,23,1,-16.0,-16,-16
trial 291,rider 1,path 1,9,1,-23.0,-23,-23
trial 291,rider 1,path 2,49,5,-2.0,-17,16
trial 291,rider 2,path 1,19,1,-18.0,-18,-18
trial 291,rider 2,path 2,21,1,-17.0,-17,-17
trial 291,rider 2,path 3,38,3,-1.3333333333333333,-9,8
trial 291,rider 3,path 1,23,1,-16.0,-16,-16
trial 291,rider 3,path 2,25,1,-15.0,-15,-15
trial 292,rider 1,path 1,13,1,-21.0,-21,-21
trial 292,rider 1,path 2,40,4,-1.75,-17,6
trial 292,rider 2,path 1,13,1,-21.0,-21,-21
trial 292,rider 2,path 2,21,1,-16.0,-16,-16
trial 292,rider 2,path 3,27,3,-12.0,-17,-9
trial 292,rider 3,path 1,25,1,-15.0,-15,-15
trial 292,rider 3,path 2,33,2,-8.5,-14,-3
trial 293,rider 1,path 1,19,1,-18.0,-18,-18
trial 293,rider 1,path 2,33,3,2.6666666666666665,-4,8
trial 293,rider 1,path 3,28,2,-6.0,-16,4
trial 293,rider 2,path 1,27,1,-14.0,-14,-14
trial 293,rider 2,path 2,45,3,-2.6666666666666665,-12,8
trial 293,rider 3,path 1,19,1,-18.0,-18,-18
trial 293,rider 3,path 2,35,2,0.5,-11,12
trial 294,rider 1,path 1,21,2,-17.5,-24,-11
trial 294,rider 1,path 2,17,1,-10.0,-10,-10
trial 294,rider 1,path 3,27,2,-10.0,-16,-4
trial 294,rider 2,path 1,23,1,-16.0,-16,-16
trial 294,rider 2,path 2,35,3,0.6666666666666666,-19,17
trial 294,rider 3,path 1,7,1,-24.0,-24,-24
trial 294,rider 3,path 2,23,1,-13.0,-13,-13
trial 294,rider 3,path 3,25,1,-15.0,-15,-15
trial 294,rider 3,path 4,21,1,-14.0,-14,-14
trial 295,rider 1,path 1,46,5,0.0,-18,20
trial 295,rider 1,path 2,13,1,-4.0,-4,-4
trial 295,rider 2,path 1,45,3,-1.6666666666666667,-12,5
trial 295,rider 3,path 1,23,1,-16.0,-16,-16
trial 295,rider 3,path 2,40,3,-4.0,-14,3
trial 296,rider 1,path 1,22,2,-16.5,-20,-13
trial 296,rider 1,path 2,23,1,-16.0,-16,-16
trial 296,rider 2,path 1,21,2,-23.0,-30,-16
trial 296,rider 2,path 2,19,1,-18.0,-18,-18
trial 296,rider 2,path 3,39,3,-12.0,-21,-2
trial 296,rider 3,path 1,15,1,-20.0,-20,-20
trial 296,rider 3,path 2,40,3,-8.0,-17,3
trial 297,rider 1,path 1,29,2,-11.0,-16,-6
trial 297,rider 1,path 2,32,3,-9.0,-19,4
trial 297,rider 2,path 1,27,1,-14.0,-14,-14
trial 297,rider 2,path 2,21,1,-17.0,-17,-17
trial 297,rider 3,path 1,23,1,-16.0,-16,-16
trial 297,rider 3,path 2,42,5,3.4,-15,28
trial 298,rider 1,path 1,31,3,-9.333333333333334,-16,-3
trial 298,rider 1,path 2,31,2,-12.0,-16,-8
trial 298,rider 2,path 1,17,1,-19.0,-19,-19
trial 298,rider 2,path 2,26,2,-12.5,-16,-9
trial 298,rider 3,path 1,23,1,-16.0,-16,-16
trial 298,rider 3,path 2,44,4,-2.25,-19,15
trial 299,rider 1,path 1,32,3,-8.0,-18,-2
trial 299,rider 1,path 2,33,2,-11.5,-17,-6
trial 299,rider 2,path 1,28,2,-13.0,-15,-11
trial 299,rider 2,path 2,25,1,-10.0,-10,-10
trial 299,rider 3,path 1,23,1,-16.0,-16,-16
trial 299,rider 3,path 2,45,4,-7.0,-22,3
trial 300,rider 1,path 1,7,1,-24.0,-24,-24
trial 300,rider 1,path 2,20,2,-17.5,-20,-15
trial 300,rider 1,path 3,44,4,-4.75,-14,6
trial 300,rider 2,path 1,34,2,-9.0,-15,-3
trial 300,rider 3,path 1,13,1,-21.0,-21,-21
trial 300,rider 3,path 2,20,2,-11.5,-18,-5
trial 300,rider 3,path 3,19,1,-17.0,-17,-17
trial 301,rider 1,path 1,21,1,-17.0,-17,-17
trial 301,rider 1,path 2,38,4,-6.0,-19,6
trial 301,rider 2,path 1,21,1,-17.0,-17,-17
trial 301,rider 2,path 2,35,3,-8.333333333333334,-11,-3
trial 301,rider 3,path 1,25,1,-15.0,-15,-15
trial 301,rider 3,path 2,25,1,-8.0,-8,-8
trial 301,rider 3,path 3,29,2,-8.5,-12,-5
trial 302,rider 1,path 1,19,1,-18.0,-18,-18
trial 302,rider 1,path 2,51,5,-1.0,-19,20
trial 302,rider 2,path 1,39,3,-7.666666666666667,-14,0
trial 302,rider 3,path 1,31,1,-12.0,-12,-12
trial 302,rider 3,path 2,9,1,-23.0,-23,-23
trial 302,rider 3,path 3,28,2,-11.5,-12,-11
trial 303,rider 1,path 1,19,1,-18.0,-18,-18
trial 303,rider 1,path 2,19,1,-18.0,-18,-18
trial 303,rider 2,path 1,19,1,-18.0,-18,-18
trial 303,rider 2,path 2,40,3,-3.3333333333333335,-15,7
trial 303,rider 3,path 1,25,1,-15.0,-15,-15
trial 303,rider 3,path 2,58,6,7.0,-23,28
trial 304,rider 1,path 1,13,1,-21.0,-21,-21
trial 304,rider 1,path 2,15,1,-20.0,-20,-20
trial 304,rider 1,path 3,35,3,-5.333333333333333,-13,1
trial 304,rider 2,path 1,15,1,-20.0,-20,-20
trial 304,rider 2,path 2,38,3,-4.0,-10,4
trial 304,rider 3,path 1,13,1,-21.0,-21,-21
trial 304,rider 3,path 2,23,1,-16.0,-16,-16
trial 304,rider 3,path 3,29,2,-11.5,-16,-7
trial 305,rider 1,path 1,9,1,-23.0,-23,-23
trial 305,rider 1,path 2,38,3,-6.666666666666667,-16,2
trial 305,rider 2,path 1,17,1,-17.0,-17,-17
trial 305,rider 2,path 2,30,2,-13.5,-19,-8
trial 305,rider 3,path 1,25,1,-15.0,-15,-15
trial 305,rider 3,path 2,11,1,-22.0,-22,-22
trial 305,rider 3,path 3,34,4,-12.25,-27,2
trial 306,rider 1,path 1,33,3,-9.333333333333334,-14,-4
trial 306,rider 1,path 2,20,2,-17.0,-19,-15
trial 306,rider 2,path 1,17,1,-19.0,-19,-19
trial 306,rider 2,path 2,41,4,-5.75,-14,3
trial 306,rider 3,path 1,19,1,-18.0,-18,-18
trial 306,rider 3,path 2,25,1,-12.0,-12,-12
trial 306,rider 3,path 3,17,1,-19.0,-19,-19
trial 307,rider 1,path 1,23,1,-16.0,-16,-16
trial 307,rider 1,path 2,25,2,-13.0,-16,-10
trial 307,rider 2,path 1,23,1,-16.0,-16,-16
trial 307,rider 2,path 2,31,3,-8.0,-12,-5
trial 307,rider 3,path 1,29,1,-13.0,-13,-13
trial 307,rider 3,path 2,15,1,-18.0,-18,-18
trial 307,rider 3,path 3,7,1,-24.0,-24,-24
trial 307,rider 3,path 4,42,3,-5.333333333333333,-14,3
trial 308,rider 1,path 1,15,1,-20.0,-20,-20
trial 308,rider 1,path 2,15,1,-20.0,-20,-20
trial 308,rider 1,path 3,25,1,-15.0,-15,-15
trial 308,rider 2,path 1,23,1,-16.0,-16,-16
trial 308,rider 2,path 2,41,3,-5.333333333333333,-14,5
trial 308,rider 3,path 1,27,1,-14.0,-14,-14
trial 308,rider 3,path 2,25,1,-15.0,-15,-15
trial 308,rider 3,path 3,45,4,-4.0,-21,14
trial 309,rider 1,path 1,20,2,-17.0,-21,-13
trial 309,rider 1,path 2,43,3,-4.333333333333333,-16,4
trial 309,rider 2,path 1,30,2,-13.0,-17,-9
trial 309,rider 2,path 2,26,2,-13.0,-17,-9
trial 309,rider 3,path 1,23,1,-16.0,-16,-16
trial 309,rider 3,path 2,15,1,-20.0,-20,-20
trial 309,rider 3,path 3,21,1,-17.0,-17,-17
trial 309,rider 3,path 4,25,1,1.0,1,1
trial 310,rider 1,path 1,28,2,-14.5,-19,-10
trial 310,rider 1,path 2,27,2,-8.5,-13,-4
trial 310,rider 2,path 1,19,1,-18.0,-18,-18
trial 310,rider 2,path 2,32,2,-11.0,-17,-5
trial 310,rider 3,path 1,17,1,-19.0,-19,-19
trial 310,rider 3,path 2,24,2,-14.0,-19,-9
trial 310,rider 3,path 3,39,3,-9.0,-19,-2
trial 311,rider 1,path 1,25,2,-15.5,-18,-13
trial 311,rider 1,path 2,28,3,-12.0,-20,-4
trial 311,rider 2,path 1,23,1,-16.0,-16,-16
trial 311,rider 2,path 2,23,1,-16.0,-16,-16
trial 311,rider 2,path 3,28,3,-13.666666666666666,-21,-5
trial 311,rider 3,path 1,17,1,-19.0,-19,-19
trial 311,rider 3,path 2,23,1,-16.0,-16,-16
trial 311,rider 3,path 3,23,1,-13.0,-13,-13
trial 312,rider 1,path 1,13,1,-21.0,-21,-21
trial 312,rider 1,path 2,11,1,-22.0,-22,-22
trial 312,rider 1,path 3,44,3,-3.3333333333333335,-9,3
trial 312,rider 2,path 1,45,3,-5.666666666666667,-15,5
trial 312,rider 3,path 1,23,1,-16.0,-16,-16
trial 312,rider 3,path 2,26,2,-15.0,-21,-9
trial 312,rider 3,path 3,34,2,-2.5,-8,3
trial 313,rider 1,path 1,17,1,-19.0,-19,-19
trial 313,rider 1,path 2,31,3,-8.666666666666666,-14,-3
trial 313,rider 2,path 1,27,1,-14.0,-14,-14
trial 313,rider 2,path 2,19,1,-18.0,-18,-18
trial 313,rider 2,path 3,39,3,-2.0,-12,11
trial 313,rider 3,path 1,11,1,-22.0,-22,-22
trial 313,rider 3,path 2,19,1,-18.0,-18,-18
trial 313,rider 3,path 3,31,2,-0.5,-4,3
trial 314,rider 1,path 1,15,1,-20.0,-20,-20
trial 314,rider 1,path 2,58,6,2.8333333333333335,-22,27
trial 314,rider 2,path 1,19,1,-18.0,-18,-18
trial 314,rider 2,path 2,26,2,-13.5,-19,-8
trial 314,rider 3,path 1,7,1,-24.0,-24,-24
trial 314,rider 3,path 2,21,1,-17.0,-17,-17
trial 314,rider 3,path 3,19,1,-18.0,-18,-18
trial 315,rider 1,path 1,23,2,-14.5,-19,-10
trial 315,rider 1,path 2,23,1,-16.0,-16,-16
trial 315,rider 1,path 3,17,1,-9.0,-9,-9
trial 315,rider 2,path 1,42,4,1.0,-14,15
trial 315,rider 3,path 1,47,5,0.0,-13,9
trial 316,rider 1,path 1,13,1,-21.0,-21,-21
trial 316,rider 1,path 2,35,3,-8.666666666666666,-17,-3
trial 316,rider 1,path 3,23,2,-3.5,-8,1
trial 316,rider 2,path 1,11,1,-22.0,-22,-22
trial 316,rider 2,path 2,23,1,-16.0,-16,-16
trial 316,rider 2,path 3,17,1,-19.0,-19,-19
trial 316,rider 2,path 4,23,1,-9.0,-9,-9
trial 316,rider 3,path 1,27,1,-14.0,-14,-14
trial 316,rider 3,path 2,11,1,-22.0,-22,-22
trial 316,rider 3,path 3,21,1,-14.0,-14,-14
trial 317,rider 1,path 1,19,1,-18.0,-18,-18
trial 317,rider 1,path 2,31,3,-10.333333333333334,-20,-4
trial 317,rider 2,path 1,21,1,-17.0,-17,-17
trial 317,rider 2,path 2,46,4,-7.0,-24,10
trial 317,rider 3,path 1,21,1,-17.0,-17,-17
trial 317,rider 3,path 2,37,3,-7.666666666666667,-15,-1
trial 318,rider 1,path 1,27,1,-14.0,-14,-14
trial 318,rider 1,path 2,40,4,-4.5,-11,4
trial 318,rider 2,path 1,15,1,-20.0,-20,-20
trial 318,rider 2,path 2,27,2,-11.0,-13,-9
trial 318,rider 2,path 3,27,2,-14.0,-19,-9
trial 318,rider 3,path 1,15,1,-20.0,-20,-20
